x0,y0,x1,y1,fill,stage,identifier
1,1,1,1,NA,Stage1,NA
2,1,2,1,NA,Stage1,NA
3,1,3,1,NA,Stage1,NA
4,1,4,1,NA,Stage1,NA
5,1,5,1,NA,Stage1,NA
6,1,6,1,NA,Stage1,NA
7,1,7,1,NA,Stage1,NA
8,1,8,1,NA,Stage1,NA
9,1,9,1,NA,Stage1,NA
10,1,10,1,NA,Stage1,NA
11,1,11,1,NA,Stage1,NA
12,1,12,1,NA,Stage1,NA
13,1,13,1,NA,Stage1,NA
14,1,14,1,NA,Stage1,NA
15,1,15,1,NA,Stage1,NA
16,1,16,1,NA,Stage1,NA
17,1,17,1,NA,Stage1,NA
18,1,18,1,NA,Stage1,NA
19,1,19,1,NA,Stage1,NA
20,1,20,1,NA,Stage1,NA
21,1,21,1,NA,Stage1,NA
22,1,22,1,NA,Stage1,NA
23,1,23,1,NA,Stage1,NA
24,1,24,1,NA,Stage1,NA
25,1,25,1,NA,Stage1,NA
26,1,26,1,NA,Stage1,NA
27,1,27,1,NA,Stage1,NA
28,1,28,1,NA,Stage1,NA
29,1,29,1,NA,Stage1,NA
30,1,30,1,NA,Stage1,NA
31,1,31,1,NA,Stage1,NA
32,1,32,1,NA,Stage1,NA
33,1,33,1,NA,Stage1,NA
34,1,34,1,NA,Stage1,NA
35,1,35,1,NA,Stage1,NA
36,1,36,1,NA,Stage1,NA
37,1,37,1,NA,Stage1,NA
38,1,38,1,NA,Stage1,NA
39,1,39,1,NA,Stage1,NA
40,1,40,1,NA,Stage1,NA
41,1,41,1,NA,Stage1,NA
42,1,42,1,NA,Stage1,NA
43,1,43,1,NA,Stage1,NA
44,1,44,1,NA,Stage1,NA
45,1,45,1,NA,Stage1,NA
46,1,46,1,NA,Stage1,NA
47,1,47,1,NA,Stage1,NA
48,1,48,1,NA,Stage1,NA
49,1,49,1,NA,Stage1,NA
50,1,50,1,NA,Stage1,NA
51,1,51,1,NA,Stage1,NA
52,1,52,1,NA,Stage1,NA
53,1,53,1,NA,Stage1,NA
54,1,54,1,NA,Stage1,NA
55,1,55,1,NA,Stage1,NA
56,1,56,1,NA,Stage1,NA
57,1,57,1,NA,Stage1,NA
58,1,58,1,NA,Stage1,NA
59,1,59,1,NA,Stage1,NA
60,1,60,1,NA,Stage1,NA
1,2,1,2,NA,Stage1,NA
2,2,2,2,NA,Stage1,NA
3,2,3,2,NA,Stage1,NA
4,2,4,2,NA,Stage1,NA
5,2,5,2,NA,Stage1,NA
6,2,6,2,NA,Stage1,NA
7,2,7,2,NA,Stage1,NA
8,2,8,2,NA,Stage1,NA
9,2,9,2,NA,Stage1,NA
10,2,10,2,NA,Stage1,NA
11,2,11,2,NA,Stage1,NA
12,2,12,2,NA,Stage1,NA
13,2,13,2,NA,Stage1,NA
14,2,14,2,NA,Stage1,NA
15,2,15,2,NA,Stage1,NA
16,2,16,2,NA,Stage1,NA
17,2,17,2,NA,Stage1,NA
18,2,18,2,NA,Stage1,NA
19,2,19,2,NA,Stage1,NA
20,2,20,2,NA,Stage1,NA
21,2,21,2,NA,Stage1,NA
22,2,22,2,NA,Stage1,NA
23,2,23,2,NA,Stage1,NA
24,2,24,2,NA,Stage1,NA
25,2,25,2,NA,Stage1,NA
26,2,26,2,NA,Stage1,NA
27,2,27,2,NA,Stage1,NA
28,2,28,2,NA,Stage1,NA
29,2,29,2,NA,Stage1,NA
30,2,30,2,NA,Stage1,NA
31,2,31,2,NA,Stage1,NA
32,2,32,2,NA,Stage1,NA
33,2,33,2,NA,Stage1,NA
34,2,34,2,NA,Stage1,NA
35,2,35,2,NA,Stage1,NA
36,2,36,2,NA,Stage1,NA
37,2,37,2,NA,Stage1,NA
38,2,38,2,NA,Stage1,NA
39,2,39,2,NA,Stage1,NA
40,2,40,2,NA,Stage1,NA
41,2,41,2,NA,Stage1,NA
42,2,42,2,NA,Stage1,NA
43,2,43,2,NA,Stage1,NA
44,2,44,2,NA,Stage1,NA
45,2,45,2,NA,Stage1,NA
46,2,46,2,NA,Stage1,NA
47,2,47,2,NA,Stage1,NA
48,2,48,2,NA,Stage1,NA
49,2,49,2,NA,Stage1,NA
50,2,50,2,NA,Stage1,NA
51,2,51,2,NA,Stage1,NA
52,2,52,2,NA,Stage1,NA
53,2,53,2,NA,Stage1,NA
54,2,54,2,NA,Stage1,NA
55,2,55,2,NA,Stage1,NA
56,2,56,2,NA,Stage1,NA
57,2,57,2,NA,Stage1,NA
58,2,58,2,NA,Stage1,NA
59,2,59,2,NA,Stage1,NA
60,2,60,2,NA,Stage1,NA
1,3,1,3,NA,Stage1,NA
2,3,2,3,NA,Stage1,NA
3,3,3,3,NA,Stage1,NA
4,3,4,3,NA,Stage1,NA
5,3,5,3,NA,Stage1,NA
6,3,6,3,NA,Stage1,NA
7,3,7,3,NA,Stage1,NA
8,3,8,3,NA,Stage1,NA
9,3,9,3,NA,Stage1,NA
10,3,10,3,NA,Stage1,NA
11,3,11,3,NA,Stage1,NA
12,3,12,3,NA,Stage1,NA
13,3,13,3,NA,Stage1,NA
14,3,14,3,NA,Stage1,NA
15,3,15,3,NA,Stage1,NA
16,3,16,3,NA,Stage1,NA
17,3,17,3,NA,Stage1,NA
18,3,18,3,NA,Stage1,NA
19,3,19,3,NA,Stage1,NA
20,3,20,3,NA,Stage1,NA
21,3,21,3,NA,Stage1,NA
22,3,22,3,NA,Stage1,NA
23,3,23,3,NA,Stage1,NA
24,3,24,3,NA,Stage1,NA
25,3,25,3,NA,Stage1,NA
26,3,26,3,NA,Stage1,NA
27,3,27,3,NA,Stage1,NA
28,3,28,3,NA,Stage1,NA
29,3,29,3,NA,Stage1,NA
30,3,30,3,NA,Stage1,NA
31,3,31,3,NA,Stage1,NA
32,3,32,3,NA,Stage1,NA
33,3,33,3,NA,Stage1,NA
34,3,34,3,NA,Stage1,NA
35,3,35,3,NA,Stage1,NA
36,3,36,3,NA,Stage1,NA
37,3,37,3,NA,Stage1,NA
38,3,38,3,NA,Stage1,NA
39,3,39,3,NA,Stage1,NA
40,3,40,3,NA,Stage1,NA
41,3,41,3,NA,Stage1,NA
42,3,42,3,NA,Stage1,NA
43,3,43,3,NA,Stage1,NA
44,3,44,3,NA,Stage1,NA
45,3,45,3,NA,Stage1,NA
46,3,46,3,NA,Stage1,NA
47,3,47,3,NA,Stage1,NA
48,3,48,3,NA,Stage1,NA
49,3,49,3,NA,Stage1,NA
50,3,50,3,NA,Stage1,NA
51,3,51,3,NA,Stage1,NA
52,3,52,3,NA,Stage1,NA
53,3,53,3,NA,Stage1,NA
54,3,54,3,NA,Stage1,NA
55,3,55,3,NA,Stage1,NA
56,3,56,3,NA,Stage1,NA
57,3,57,3,NA,Stage1,NA
58,3,58,3,NA,Stage1,NA
59,3,59,3,NA,Stage1,NA
60,3,60,3,NA,Stage1,NA
1,4,1,4,NA,Stage1,NA
2,4,2,4,NA,Stage1,NA
3,4,3,4,NA,Stage1,NA
4,4,4,4,NA,Stage1,NA
5,4,5,4,NA,Stage1,NA
6,4,6,4,NA,Stage1,NA
7,4,7,4,NA,Stage1,NA
8,4,8,4,NA,Stage1,NA
9,4,9,4,NA,Stage1,NA
10,4,10,4,NA,Stage1,NA
11,4,11,4,NA,Stage1,NA
12,4,12,4,NA,Stage1,NA
13,4,13,4,NA,Stage1,NA
14,4,14,4,NA,Stage1,NA
15,4,15,4,NA,Stage1,NA
16,4,16,4,NA,Stage1,NA
17,4,17,4,NA,Stage1,NA
18,4,18,4,NA,Stage1,NA
19,4,19,4,NA,Stage1,NA
20,4,20,4,NA,Stage1,NA
21,4,21,4,NA,Stage1,NA
22,4,22,4,NA,Stage1,NA
23,4,23,4,NA,Stage1,NA
24,4,24,4,NA,Stage1,NA
25,4,25,4,NA,Stage1,NA
26,4,26,4,NA,Stage1,NA
27,4,27,4,NA,Stage1,NA
28,4,28,4,NA,Stage1,NA
29,4,29,4,NA,Stage1,NA
30,4,30,4,NA,Stage1,NA
31,4,31,4,NA,Stage1,NA
32,4,32,4,NA,Stage1,NA
33,4,33,4,NA,Stage1,NA
34,4,34,4,NA,Stage1,NA
35,4,35,4,NA,Stage1,NA
36,4,36,4,NA,Stage1,NA
37,4,37,4,NA,Stage1,NA
38,4,38,4,NA,Stage1,NA
39,4,39,4,NA,Stage1,NA
40,4,40,4,NA,Stage1,NA
41,4,41,4,NA,Stage1,NA
42,4,42,4,NA,Stage1,NA
43,4,43,4,NA,Stage1,NA
44,4,44,4,NA,Stage1,NA
45,4,45,4,NA,Stage1,NA
46,4,46,4,NA,Stage1,NA
47,4,47,4,NA,Stage1,NA
48,4,48,4,NA,Stage1,NA
49,4,49,4,NA,Stage1,NA
50,4,50,4,NA,Stage1,NA
51,4,51,4,NA,Stage1,NA
52,4,52,4,NA,Stage1,NA
53,4,53,4,NA,Stage1,NA
54,4,54,4,NA,Stage1,NA
55,4,55,4,NA,Stage1,NA
56,4,56,4,NA,Stage1,NA
57,4,57,4,NA,Stage1,NA
58,4,58,4,NA,Stage1,NA
59,4,59,4,NA,Stage1,NA
60,4,60,4,NA,Stage1,NA
1,5,1,5,NA,Stage1,NA
2,5,2,5,NA,Stage1,NA
3,5,3,5,NA,Stage1,NA
4,5,4,5,NA,Stage1,NA
5,5,5,5,NA,Stage1,NA
6,5,6,5,NA,Stage1,NA
7,5,7,5,NA,Stage1,NA
8,5,8,5,NA,Stage1,NA
9,5,9,5,NA,Stage1,NA
10,5,10,5,NA,Stage1,NA
11,5,11,5,NA,Stage1,NA
12,5,12,5,NA,Stage1,NA
13,5,13,5,NA,Stage1,NA
14,5,14,5,NA,Stage1,NA
15,5,15,5,NA,Stage1,NA
16,5,16,5,NA,Stage1,NA
17,5,17,5,NA,Stage1,NA
18,5,18,5,NA,Stage1,NA
19,5,19,5,NA,Stage1,NA
20,5,20,5,NA,Stage1,NA
21,5,21,5,NA,Stage1,NA
22,5,22,5,NA,Stage1,NA
23,5,23,5,NA,Stage1,NA
24,5,24,5,NA,Stage1,NA
25,5,25,5,NA,Stage1,NA
26,5,26,5,NA,Stage1,NA
27,5,27,5,NA,Stage1,NA
28,5,28,5,NA,Stage1,NA
29,5,29,5,NA,Stage1,NA
30,5,30,5,NA,Stage1,NA
31,5,31,5,NA,Stage1,NA
32,5,32,5,NA,Stage1,NA
33,5,33,5,NA,Stage1,NA
34,5,34,5,NA,Stage1,NA
35,5,35,5,NA,Stage1,NA
36,5,36,5,NA,Stage1,NA
37,5,37,5,NA,Stage1,NA
38,5,38,5,NA,Stage1,NA
39,5,39,5,NA,Stage1,NA
40,5,40,5,NA,Stage1,NA
41,5,41,5,NA,Stage1,NA
42,5,42,5,NA,Stage1,NA
43,5,43,5,NA,Stage1,NA
44,5,44,5,NA,Stage1,NA
45,5,45,5,NA,Stage1,NA
46,5,46,5,NA,Stage1,NA
47,5,47,5,NA,Stage1,NA
48,5,48,5,NA,Stage1,NA
49,5,49,5,NA,Stage1,NA
50,5,50,5,NA,Stage1,NA
51,5,51,5,NA,Stage1,NA
52,5,52,5,NA,Stage1,NA
53,5,53,5,NA,Stage1,NA
54,5,54,5,NA,Stage1,NA
55,5,55,5,NA,Stage1,NA
56,5,56,5,NA,Stage1,NA
57,5,57,5,NA,Stage1,NA
58,5,58,5,NA,Stage1,NA
59,5,59,5,NA,Stage1,NA
60,5,60,5,NA,Stage1,NA
1,6,1,6,Expected mortality,Stage1,301
2,6,2,6,Expected mortality,Stage1,302
3,6,3,6,Expected mortality,Stage1,303
4,6,4,6,Expected mortality,Stage1,304
5,6,5,6,Expected mortality,Stage1,305
6,6,6,6,Expected mortality,Stage1,306
7,6,7,6,Expected mortality,Stage1,307
8,6,8,6,Expected mortality,Stage1,308
9,6,9,6,Expected mortality,Stage1,309
10,6,10,6,Expected mortality,Stage1,310
11,6,11,6,Expected mortality,Stage1,311
12,6,12,6,Expected mortality,Stage1,312
13,6,13,6,NA,Stage1,NA
14,6,14,6,NA,Stage1,NA
15,6,15,6,NA,Stage1,NA
16,6,16,6,NA,Stage1,NA
17,6,17,6,NA,Stage1,NA
18,6,18,6,NA,Stage1,NA
19,6,19,6,NA,Stage1,NA
20,6,20,6,NA,Stage1,NA
21,6,21,6,NA,Stage1,NA
22,6,22,6,NA,Stage1,NA
23,6,23,6,NA,Stage1,NA
24,6,24,6,NA,Stage1,NA
25,6,25,6,NA,Stage1,NA
26,6,26,6,NA,Stage1,NA
27,6,27,6,NA,Stage1,NA
28,6,28,6,NA,Stage1,NA
29,6,29,6,NA,Stage1,NA
30,6,30,6,NA,Stage1,NA
31,6,31,6,NA,Stage1,NA
32,6,32,6,NA,Stage1,NA
33,6,33,6,NA,Stage1,NA
34,6,34,6,NA,Stage1,NA
35,6,35,6,NA,Stage1,NA
36,6,36,6,NA,Stage1,NA
37,6,37,6,NA,Stage1,NA
38,6,38,6,NA,Stage1,NA
39,6,39,6,NA,Stage1,NA
40,6,40,6,NA,Stage1,NA
41,6,41,6,NA,Stage1,NA
42,6,42,6,NA,Stage1,NA
43,6,43,6,NA,Stage1,NA
44,6,44,6,NA,Stage1,NA
45,6,45,6,NA,Stage1,NA
46,6,46,6,NA,Stage1,NA
47,6,47,6,NA,Stage1,NA
48,6,48,6,NA,Stage1,NA
49,6,49,6,NA,Stage1,NA
50,6,50,6,NA,Stage1,NA
51,6,51,6,NA,Stage1,NA
52,6,52,6,NA,Stage1,NA
53,6,53,6,NA,Stage1,NA
54,6,54,6,NA,Stage1,NA
55,6,55,6,NA,Stage1,NA
56,6,56,6,NA,Stage1,NA
57,6,57,6,NA,Stage1,NA
58,6,58,6,NA,Stage1,NA
59,6,59,6,NA,Stage1,NA
60,6,60,6,NA,Stage1,NA
1,7,1,7,Expected mortality,Stage1,361
2,7,2,7,Expected mortality,Stage1,362
3,7,3,7,Expected mortality,Stage1,363
4,7,4,7,Expected mortality,Stage1,364
5,7,5,7,Expected mortality,Stage1,365
6,7,6,7,Expected mortality,Stage1,366
7,7,7,7,Expected mortality,Stage1,367
8,7,8,7,Expected mortality,Stage1,368
9,7,9,7,Expected mortality,Stage1,369
10,7,10,7,Expected mortality,Stage1,370
11,7,11,7,Expected mortality,Stage1,371
12,7,12,7,Expected mortality,Stage1,372
13,7,13,7,NA,Stage1,NA
14,7,14,7,NA,Stage1,NA
15,7,15,7,NA,Stage1,NA
16,7,16,7,NA,Stage1,NA
17,7,17,7,NA,Stage1,NA
18,7,18,7,NA,Stage1,NA
19,7,19,7,NA,Stage1,NA
20,7,20,7,NA,Stage1,NA
21,7,21,7,NA,Stage1,NA
22,7,22,7,NA,Stage1,NA
23,7,23,7,NA,Stage1,NA
24,7,24,7,NA,Stage1,NA
25,7,25,7,NA,Stage1,NA
26,7,26,7,NA,Stage1,NA
27,7,27,7,NA,Stage1,NA
28,7,28,7,NA,Stage1,NA
29,7,29,7,NA,Stage1,NA
30,7,30,7,NA,Stage1,NA
31,7,31,7,NA,Stage1,NA
32,7,32,7,NA,Stage1,NA
33,7,33,7,NA,Stage1,NA
34,7,34,7,NA,Stage1,NA
35,7,35,7,NA,Stage1,NA
36,7,36,7,NA,Stage1,NA
37,7,37,7,NA,Stage1,NA
38,7,38,7,NA,Stage1,NA
39,7,39,7,NA,Stage1,NA
40,7,40,7,NA,Stage1,NA
41,7,41,7,NA,Stage1,NA
42,7,42,7,NA,Stage1,NA
43,7,43,7,NA,Stage1,NA
44,7,44,7,NA,Stage1,NA
45,7,45,7,NA,Stage1,NA
46,7,46,7,NA,Stage1,NA
47,7,47,7,NA,Stage1,NA
48,7,48,7,NA,Stage1,NA
49,7,49,7,NA,Stage1,NA
50,7,50,7,NA,Stage1,NA
51,7,51,7,NA,Stage1,NA
52,7,52,7,NA,Stage1,NA
53,7,53,7,NA,Stage1,NA
54,7,54,7,NA,Stage1,NA
55,7,55,7,NA,Stage1,NA
56,7,56,7,NA,Stage1,NA
57,7,57,7,NA,Stage1,NA
58,7,58,7,NA,Stage1,NA
59,7,59,7,NA,Stage1,NA
60,7,60,7,NA,Stage1,NA
1,8,1,8,Expected mortality,Stage1,421
2,8,2,8,Expected mortality,Stage1,422
3,8,3,8,Expected mortality,Stage1,423
4,8,4,8,Expected mortality,Stage1,424
5,8,5,8,Expected mortality,Stage1,425
6,8,6,8,Expected mortality,Stage1,426
7,8,7,8,Expected mortality,Stage1,427
8,8,8,8,Expected mortality,Stage1,428
9,8,9,8,Expected mortality,Stage1,429
10,8,10,8,Expected mortality,Stage1,430
11,8,11,8,Expected mortality,Stage1,431
12,8,12,8,Expected mortality,Stage1,432
13,8,13,8,NA,Stage1,NA
14,8,14,8,NA,Stage1,NA
15,8,15,8,NA,Stage1,NA
16,8,16,8,NA,Stage1,NA
17,8,17,8,NA,Stage1,NA
18,8,18,8,NA,Stage1,NA
19,8,19,8,NA,Stage1,NA
20,8,20,8,NA,Stage1,NA
21,8,21,8,NA,Stage1,NA
22,8,22,8,NA,Stage1,NA
23,8,23,8,NA,Stage1,NA
24,8,24,8,NA,Stage1,NA
25,8,25,8,NA,Stage1,NA
26,8,26,8,NA,Stage1,NA
27,8,27,8,NA,Stage1,NA
28,8,28,8,NA,Stage1,NA
29,8,29,8,NA,Stage1,NA
30,8,30,8,NA,Stage1,NA
31,8,31,8,NA,Stage1,NA
32,8,32,8,NA,Stage1,NA
33,8,33,8,NA,Stage1,NA
34,8,34,8,NA,Stage1,NA
35,8,35,8,NA,Stage1,NA
36,8,36,8,NA,Stage1,NA
37,8,37,8,NA,Stage1,NA
38,8,38,8,NA,Stage1,NA
39,8,39,8,NA,Stage1,NA
40,8,40,8,NA,Stage1,NA
41,8,41,8,NA,Stage1,NA
42,8,42,8,NA,Stage1,NA
43,8,43,8,NA,Stage1,NA
44,8,44,8,NA,Stage1,NA
45,8,45,8,NA,Stage1,NA
46,8,46,8,NA,Stage1,NA
47,8,47,8,NA,Stage1,NA
48,8,48,8,NA,Stage1,NA
49,8,49,8,NA,Stage1,NA
50,8,50,8,NA,Stage1,NA
51,8,51,8,NA,Stage1,NA
52,8,52,8,NA,Stage1,NA
53,8,53,8,NA,Stage1,NA
54,8,54,8,NA,Stage1,NA
55,8,55,8,NA,Stage1,NA
56,8,56,8,NA,Stage1,NA
57,8,57,8,NA,Stage1,NA
58,8,58,8,NA,Stage1,NA
59,8,59,8,NA,Stage1,NA
60,8,60,8,NA,Stage1,NA
1,9,1,9,Expected mortality,Stage1,481
2,9,2,9,Expected mortality,Stage1,482
3,9,3,9,Expected mortality,Stage1,483
4,9,4,9,Expected mortality,Stage1,484
5,9,5,9,Expected mortality,Stage1,485
6,9,6,9,Expected mortality,Stage1,486
7,9,7,9,Expected mortality,Stage1,487
8,9,8,9,Expected mortality,Stage1,488
9,9,9,9,Expected mortality,Stage1,489
10,9,10,9,Expected mortality,Stage1,490
11,9,11,9,Expected mortality,Stage1,491
12,9,12,9,Expected mortality,Stage1,492
13,9,13,9,NA,Stage1,NA
14,9,14,9,NA,Stage1,NA
15,9,15,9,NA,Stage1,NA
16,9,16,9,NA,Stage1,NA
17,9,17,9,NA,Stage1,NA
18,9,18,9,NA,Stage1,NA
19,9,19,9,NA,Stage1,NA
20,9,20,9,NA,Stage1,NA
21,9,21,9,NA,Stage1,NA
22,9,22,9,NA,Stage1,NA
23,9,23,9,NA,Stage1,NA
24,9,24,9,NA,Stage1,NA
25,9,25,9,NA,Stage1,NA
26,9,26,9,NA,Stage1,NA
27,9,27,9,NA,Stage1,NA
28,9,28,9,NA,Stage1,NA
29,9,29,9,NA,Stage1,NA
30,9,30,9,NA,Stage1,NA
31,9,31,9,NA,Stage1,NA
32,9,32,9,NA,Stage1,NA
33,9,33,9,NA,Stage1,NA
34,9,34,9,NA,Stage1,NA
35,9,35,9,NA,Stage1,NA
36,9,36,9,NA,Stage1,NA
37,9,37,9,NA,Stage1,NA
38,9,38,9,NA,Stage1,NA
39,9,39,9,NA,Stage1,NA
40,9,40,9,NA,Stage1,NA
41,9,41,9,NA,Stage1,NA
42,9,42,9,NA,Stage1,NA
43,9,43,9,NA,Stage1,NA
44,9,44,9,NA,Stage1,NA
45,9,45,9,NA,Stage1,NA
46,9,46,9,NA,Stage1,NA
47,9,47,9,NA,Stage1,NA
48,9,48,9,NA,Stage1,NA
49,9,49,9,NA,Stage1,NA
50,9,50,9,NA,Stage1,NA
51,9,51,9,NA,Stage1,NA
52,9,52,9,NA,Stage1,NA
53,9,53,9,NA,Stage1,NA
54,9,54,9,NA,Stage1,NA
55,9,55,9,NA,Stage1,NA
56,9,56,9,NA,Stage1,NA
57,9,57,9,NA,Stage1,NA
58,9,58,9,NA,Stage1,NA
59,9,59,9,NA,Stage1,NA
60,9,60,9,NA,Stage1,NA
1,10,1,10,Expected mortality,Stage1,541
2,10,2,10,Expected mortality,Stage1,542
3,10,3,10,Expected mortality,Stage1,543
4,10,4,10,Expected mortality,Stage1,544
5,10,5,10,Expected mortality,Stage1,545
6,10,6,10,Expected mortality,Stage1,546
7,10,7,10,Expected mortality,Stage1,547
8,10,8,10,Expected mortality,Stage1,548
9,10,9,10,Expected mortality,Stage1,549
10,10,10,10,Expected mortality,Stage1,550
11,10,11,10,Expected mortality,Stage1,551
12,10,12,10,Expected mortality,Stage1,552
13,10,13,10,NA,Stage1,NA
14,10,14,10,NA,Stage1,NA
15,10,15,10,NA,Stage1,NA
16,10,16,10,NA,Stage1,NA
17,10,17,10,NA,Stage1,NA
18,10,18,10,NA,Stage1,NA
19,10,19,10,NA,Stage1,NA
20,10,20,10,NA,Stage1,NA
21,10,21,10,NA,Stage1,NA
22,10,22,10,NA,Stage1,NA
23,10,23,10,NA,Stage1,NA
24,10,24,10,NA,Stage1,NA
25,10,25,10,NA,Stage1,NA
26,10,26,10,NA,Stage1,NA
27,10,27,10,NA,Stage1,NA
28,10,28,10,NA,Stage1,NA
29,10,29,10,NA,Stage1,NA
30,10,30,10,NA,Stage1,NA
31,10,31,10,NA,Stage1,NA
32,10,32,10,NA,Stage1,NA
33,10,33,10,NA,Stage1,NA
34,10,34,10,NA,Stage1,NA
35,10,35,10,NA,Stage1,NA
36,10,36,10,NA,Stage1,NA
37,10,37,10,NA,Stage1,NA
38,10,38,10,NA,Stage1,NA
39,10,39,10,NA,Stage1,NA
40,10,40,10,NA,Stage1,NA
41,10,41,10,NA,Stage1,NA
42,10,42,10,NA,Stage1,NA
43,10,43,10,NA,Stage1,NA
44,10,44,10,NA,Stage1,NA
45,10,45,10,NA,Stage1,NA
46,10,46,10,NA,Stage1,NA
47,10,47,10,NA,Stage1,NA
48,10,48,10,NA,Stage1,NA
49,10,49,10,NA,Stage1,NA
50,10,50,10,NA,Stage1,NA
51,10,51,10,NA,Stage1,NA
52,10,52,10,NA,Stage1,NA
53,10,53,10,NA,Stage1,NA
54,10,54,10,NA,Stage1,NA
55,10,55,10,NA,Stage1,NA
56,10,56,10,NA,Stage1,NA
57,10,57,10,NA,Stage1,NA
58,10,58,10,NA,Stage1,NA
59,10,59,10,NA,Stage1,NA
60,10,60,10,NA,Stage1,NA
1,11,1,11,NA,Stage1,NA
2,11,2,11,NA,Stage1,NA
3,11,3,11,NA,Stage1,NA
4,11,4,11,NA,Stage1,NA
5,11,5,11,NA,Stage1,NA
6,11,6,11,NA,Stage1,NA
7,11,7,11,NA,Stage1,NA
8,11,8,11,NA,Stage1,NA
9,11,9,11,NA,Stage1,NA
10,11,10,11,NA,Stage1,NA
11,11,11,11,NA,Stage1,NA
12,11,12,11,NA,Stage1,NA
13,11,13,11,NA,Stage1,NA
14,11,14,11,NA,Stage1,NA
15,11,15,11,NA,Stage1,NA
16,11,16,11,NA,Stage1,NA
17,11,17,11,NA,Stage1,NA
18,11,18,11,NA,Stage1,NA
19,11,19,11,NA,Stage1,NA
20,11,20,11,NA,Stage1,NA
21,11,21,11,NA,Stage1,NA
22,11,22,11,NA,Stage1,NA
23,11,23,11,NA,Stage1,NA
24,11,24,11,NA,Stage1,NA
25,11,25,11,NA,Stage1,NA
26,11,26,11,NA,Stage1,NA
27,11,27,11,NA,Stage1,NA
28,11,28,11,NA,Stage1,NA
29,11,29,11,NA,Stage1,NA
30,11,30,11,NA,Stage1,NA
31,11,31,11,NA,Stage1,NA
32,11,32,11,NA,Stage1,NA
33,11,33,11,NA,Stage1,NA
34,11,34,11,NA,Stage1,NA
35,11,35,11,NA,Stage1,NA
36,11,36,11,NA,Stage1,NA
37,11,37,11,NA,Stage1,NA
38,11,38,11,NA,Stage1,NA
39,11,39,11,NA,Stage1,NA
40,11,40,11,NA,Stage1,NA
41,11,41,11,NA,Stage1,NA
42,11,42,11,NA,Stage1,NA
43,11,43,11,NA,Stage1,NA
44,11,44,11,NA,Stage1,NA
45,11,45,11,NA,Stage1,NA
46,11,46,11,NA,Stage1,NA
47,11,47,11,NA,Stage1,NA
48,11,48,11,NA,Stage1,NA
49,11,49,11,NA,Stage1,NA
50,11,50,11,NA,Stage1,NA
51,11,51,11,NA,Stage1,NA
52,11,52,11,NA,Stage1,NA
53,11,53,11,NA,Stage1,NA
54,11,54,11,NA,Stage1,NA
55,11,55,11,NA,Stage1,NA
56,11,56,11,NA,Stage1,NA
57,11,57,11,NA,Stage1,NA
58,11,58,11,NA,Stage1,NA
59,11,59,11,NA,Stage1,NA
60,11,60,11,NA,Stage1,NA
1,12,1,12,NA,Stage1,NA
2,12,2,12,NA,Stage1,NA
3,12,3,12,NA,Stage1,NA
4,12,4,12,NA,Stage1,NA
5,12,5,12,NA,Stage1,NA
6,12,6,12,NA,Stage1,NA
7,12,7,12,NA,Stage1,NA
8,12,8,12,NA,Stage1,NA
9,12,9,12,NA,Stage1,NA
10,12,10,12,NA,Stage1,NA
11,12,11,12,NA,Stage1,NA
12,12,12,12,NA,Stage1,NA
13,12,13,12,NA,Stage1,NA
14,12,14,12,NA,Stage1,NA
15,12,15,12,NA,Stage1,NA
16,12,16,12,NA,Stage1,NA
17,12,17,12,NA,Stage1,NA
18,12,18,12,NA,Stage1,NA
19,12,19,12,NA,Stage1,NA
20,12,20,12,NA,Stage1,NA
21,12,21,12,NA,Stage1,NA
22,12,22,12,NA,Stage1,NA
23,12,23,12,NA,Stage1,NA
24,12,24,12,NA,Stage1,NA
25,12,25,12,NA,Stage1,NA
26,12,26,12,NA,Stage1,NA
27,12,27,12,NA,Stage1,NA
28,12,28,12,NA,Stage1,NA
29,12,29,12,NA,Stage1,NA
30,12,30,12,NA,Stage1,NA
31,12,31,12,NA,Stage1,NA
32,12,32,12,NA,Stage1,NA
33,12,33,12,NA,Stage1,NA
34,12,34,12,NA,Stage1,NA
35,12,35,12,NA,Stage1,NA
36,12,36,12,NA,Stage1,NA
37,12,37,12,NA,Stage1,NA
38,12,38,12,NA,Stage1,NA
39,12,39,12,NA,Stage1,NA
40,12,40,12,NA,Stage1,NA
41,12,41,12,NA,Stage1,NA
42,12,42,12,NA,Stage1,NA
43,12,43,12,NA,Stage1,NA
44,12,44,12,NA,Stage1,NA
45,12,45,12,NA,Stage1,NA
46,12,46,12,NA,Stage1,NA
47,12,47,12,NA,Stage1,NA
48,12,48,12,NA,Stage1,NA
49,12,49,12,NA,Stage1,NA
50,12,50,12,NA,Stage1,NA
51,12,51,12,NA,Stage1,NA
52,12,52,12,NA,Stage1,NA
53,12,53,12,NA,Stage1,NA
54,12,54,12,NA,Stage1,NA
55,12,55,12,NA,Stage1,NA
56,12,56,12,NA,Stage1,NA
57,12,57,12,NA,Stage1,NA
58,12,58,12,NA,Stage1,NA
59,12,59,12,NA,Stage1,NA
60,12,60,12,NA,Stage1,NA
1,13,1,13,NA,Stage1,NA
2,13,2,13,NA,Stage1,NA
3,13,3,13,NA,Stage1,NA
4,13,4,13,NA,Stage1,NA
5,13,5,13,NA,Stage1,NA
6,13,6,13,NA,Stage1,NA
