x0,y0,x1,y1,fill,stage,identifier
14,3,14,3,NA,Stage4,NA
15,3,15,3,NA,Stage4,NA
16,3,16,3,NA,Stage4,NA
17,3,17,3,NA,Stage4,NA
18,3,18,3,NA,Stage4,NA
19,3,19,3,NA,Stage4,NA
20,3,20,3,NA,Stage4,NA
21,3,21,3,NA,Stage4,NA
22,3,22,3,NA,Stage4,NA
23,3,23,3,NA,Stage4,NA
24,3,24,3,Expected mortality,Stage4,144
25,3,25,3,NA,Stage4,NA
26,3,26,3,NA,Stage4,NA
27,3,27,3,NA,Stage4,NA
28,3,28,3,NA,Stage4,NA
29,3,29,3,NA,Stage4,NA
30,3,30,3,NA,Stage4,NA
31,3,31,3,NA,Stage4,NA
32,3,32,3,NA,Stage4,NA
33,3,33,3,NA,Stage4,NA
34,3,34,3,NA,Stage4,NA
35,3,35,3,NA,Stage4,NA
36,3,36,3,Expected mortality,Stage4,156
37,3,37,3,NA,Stage4,NA
38,3,38,3,NA,Stage4,NA
39,3,39,3,NA,Stage4,NA
40,3,40,3,NA,Stage4,NA
41,3,41,3,NA,Stage4,NA
42,3,42,3,NA,Stage4,NA
43,3,43,3,NA,Stage4,NA
44,3,44,3,NA,Stage4,NA
45,3,45,3,NA,Stage4,NA
46,3,46,3,NA,Stage4,NA
47,3,47,3,NA,Stage4,NA
48,3,48,3,Expected mortality,Stage4,168
49,3,49,3,NA,Stage4,NA
50,3,50,3,NA,Stage4,NA
51,3,51,3,NA,Stage4,NA
52,3,52,3,NA,Stage4,NA
53,3,53,3,NA,Stage4,NA
54,3,54,3,NA,Stage4,NA
55,3,55,3,NA,Stage4,NA
56,3,56,3,NA,Stage4,NA
57,3,57,3,NA,Stage4,NA
58,3,58,3,NA,Stage4,NA
59,3,59,3,NA,Stage4,NA
60,3,60,3,Expected mortality,Stage4,180
1,4,1,4,Expected mortality,Stage4,181
2,4,2,4,NA,Stage4,NA
3,4,3,4,NA,Stage4,NA
4,4,4,4,NA,Stage4,NA
5,4,5,4,NA,Stage4,NA
6,4,6,4,NA,Stage4,NA
7,4,7,4,NA,Stage4,NA
8,4,8,4,NA,Stage4,NA
9,4,9,4,NA,Stage4,NA
10,4,10,4,Expected mortality,Stage4,190
11,4,11,4,Expected mortality,Stage4,191
12,4,12,4,Expected mortality,Stage4,192
13,4,13,4,Expected mortality,Stage4,193
14,4,14,4,NA,Stage4,NA
15,4,15,4,NA,Stage4,NA
16,4,16,4,NA,Stage4,NA
17,4,17,4,NA,Stage4,NA
18,4,18,4,NA,Stage4,NA
19,4,19,4,NA,Stage4,NA
20,4,20,4,NA,Stage4,NA
21,4,21,4,NA,Stage4,NA
22,4,22,4,Expected mortality,Stage4,202
23,4,23,4,Expected mortality,Stage4,203
24,4,24,4,Expected mortality,Stage4,204
25,4,25,4,Expected mortality,Stage4,205
26,4,26,4,NA,Stage4,NA
27,4,27,4,NA,Stage4,NA
28,4,28,4,NA,Stage4,NA
29,4,29,4,NA,Stage4,NA
30,4,30,4,NA,Stage4,NA
31,4,31,4,NA,Stage4,NA
32,4,32,4,NA,Stage4,NA
33,4,33,4,NA,Stage4,NA
34,4,34,4,Expected mortality,Stage4,214
35,4,35,4,Expected mortality,Stage4,215
36,4,36,4,Expected mortality,Stage4,216
37,4,37,4,Expected mortality,Stage4,217
38,4,38,4,NA,Stage4,NA
39,4,39,4,NA,Stage4,NA
40,4,40,4,NA,Stage4,NA
41,4,41,4,NA,Stage4,NA
42,4,42,4,NA,Stage4,NA
43,4,43,4,NA,Stage4,NA
44,4,44,4,NA,Stage4,NA
45,4,45,4,NA,Stage4,NA
46,4,46,4,Expected mortality,Stage4,226
47,4,47,4,Expected mortality,Stage4,227
48,4,48,4,Expected mortality,Stage4,228
49,4,49,4,Expected mortality,Stage4,229
50,4,50,4,NA,Stage4,NA
51,4,51,4,NA,Stage4,NA
52,4,52,4,NA,Stage4,NA
53,4,53,4,NA,Stage4,NA
54,4,54,4,NA,Stage4,NA
55,4,55,4,NA,Stage4,NA
56,4,56,4,NA,Stage4,NA
57,4,57,4,NA,Stage4,NA
58,4,58,4,Expected mortality,Stage4,238
59,4,59,4,Expected mortality,Stage4,239
60,4,60,4,Expected mortality,Stage4,240
1,5,1,5,Expected mortality,Stage4,241
2,5,2,5,Expected mortality,Stage4,242
3,5,3,5,Expected mortality,Stage4,243
4,5,4,5,NA,Stage4,NA
5,5,5,5,NA,Stage4,NA
6,5,6,5,NA,Stage4,NA
7,5,7,5,NA,Stage4,NA
8,5,8,5,NA,Stage4,NA
9,5,9,5,Expected mortality,Stage4,249
10,5,10,5,Expected mortality,Stage4,250
11,5,11,5,Expected mortality,Stage4,251
12,5,12,5,Expected mortality,Stage4,252
13,5,13,5,Expected mortality,Stage4,253
14,5,14,5,Expected mortality,Stage4,254
15,5,15,5,Expected mortality,Stage4,255
16,5,16,5,NA,Stage4,NA
17,5,17,5,NA,Stage4,NA
18,5,18,5,NA,Stage4,NA
19,5,19,5,NA,Stage4,NA
20,5,20,5,NA,Stage4,NA
21,5,21,5,Expected mortality,Stage4,261
22,5,22,5,Expected mortality,Stage4,262
23,5,23,5,Expected mortality,Stage4,263
24,5,24,5,Expected mortality,Stage4,264
25,5,25,5,Expected mortality,Stage4,265
26,5,26,5,Expected mortality,Stage4,266
27,5,27,5,Expected mortality,Stage4,267
28,5,28,5,NA,Stage4,NA
29,5,29,5,NA,Stage4,NA
30,5,30,5,NA,Stage4,NA
31,5,31,5,NA,Stage4,NA
32,5,32,5,NA,Stage4,NA
33,5,33,5,Expected mortality,Stage4,273
34,5,34,5,Expected mortality,Stage4,274
35,5,35,5,Expected mortality,Stage4,275
36,5,36,5,Expected mortality,Stage4,276
37,5,37,5,Expected mortality,Stage4,277
38,5,38,5,Expected mortality,Stage4,278
39,5,39,5,Expected mortality,Stage4,279
40,5,40,5,NA,Stage4,NA
41,5,41,5,NA,Stage4,NA
42,5,42,5,NA,Stage4,NA
43,5,43,5,NA,Stage4,NA
44,5,44,5,NA,Stage4,NA
45,5,45,5,Expected mortality,Stage4,285
46,5,46,5,Expected mortality,Stage4,286
47,5,47,5,Expected mortality,Stage4,287
48,5,48,5,Expected mortality,Stage4,288
49,5,49,5,Expected mortality,Stage4,289
50,5,50,5,Expected mortality,Stage4,290
51,5,51,5,Expected mortality,Stage4,291
52,5,52,5,NA,Stage4,NA
53,5,53,5,NA,Stage4,NA
54,5,54,5,NA,Stage4,NA
55,5,55,5,NA,Stage4,NA
56,5,56,5,NA,Stage4,NA
57,5,57,5,Expected mortality,Stage4,297
58,5,58,5,Expected mortality,Stage4,298
59,5,59,5,Expected mortality,Stage4,299
60,5,60,5,Expected mortality,Stage4,300
1,6,1,6,Expected mortality,Stage4,301
2,6,2,6,Expected mortality,Stage4,302
3,6,3,6,Expected mortality,Stage4,303
4,6,4,6,Expected mortality,Stage4,304
5,6,5,6,Expected mortality,Stage4,305
6,6,6,6,Expected mortality,Stage4,306
7,6,7,6,Expected mortality,Stage4,307
8,6,8,6,Expected mortality,Stage4,308
9,6,9,6,Expected mortality,Stage4,309
10,6,10,6,Expected mortality,Stage4,310
11,6,11,6,Expected mortality,Stage4,311
12,6,12,6,Expected mortality,Stage4,312
13,6,13,6,Expected mortality,Stage4,313
14,6,14,6,Expected mortality,Stage4,314
15,6,15,6,Expected mortality,Stage4,315
16,6,16,6,Expected mortality,Stage4,316
17,6,17,6,Expected mortality,Stage4,317
18,6,18,6,Expected mortality,Stage4,318
19,6,19,6,Expected mortality,Stage4,319
20,6,20,6,Expected mortality,Stage4,320
21,6,21,6,Expected mortality,Stage4,321
22,6,22,6,Expected mortality,Stage4,322
23,6,23,6,Expected mortality,Stage4,323
24,6,24,6,Expected mortality,Stage4,324
25,6,25,6,Expected mortality,Stage4,325
26,6,26,6,Expected mortality,Stage4,326
27,6,27,6,Expected mortality,Stage4,327
28,6,28,6,Expected mortality,Stage4,328
29,6,29,6,Expected mortality,Stage4,329
30,6,30,6,Expected mortality,Stage4,330
31,6,31,6,Expected mortality,Stage4,331
32,6,32,6,Expected mortality,Stage4,332
33,6,33,6,Expected mortality,Stage4,333
34,6,34,6,Expected mortality,Stage4,334
35,6,35,6,Expected mortality,Stage4,335
36,6,36,6,Expected mortality,Stage4,336
37,6,37,6,Expected mortality,Stage4,337
38,6,38,6,Expected mortality,Stage4,338
39,6,39,6,Expected mortality,Stage4,339
40,6,40,6,Expected mortality,Stage4,340
41,6,41,6,Expected mortality,Stage4,341
42,6,42,6,Expected mortality,Stage4,342
43,6,43,6,Expected mortality,Stage4,343
44,6,44,6,Expected mortality,Stage4,344
45,6,45,6,Expected mortality,Stage4,345
46,6,46,6,Expected mortality,Stage4,346
47,6,47,6,Expected mortality,Stage4,347
48,6,48,6,Expected mortality,Stage4,348
49,6,49,6,Expected mortality,Stage4,349
50,6,50,6,Expected mortality,Stage4,350
51,6,51,6,Expected mortality,Stage4,351
52,6,52,6,Expected mortality,Stage4,352
53,6,53,6,Expected mortality,Stage4,353
54,6,54,6,Expected mortality,Stage4,354
55,6,55,6,Expected mortality,Stage4,355
56,6,56,6,Expected mortality,Stage4,356
57,6,57,6,Expected mortality,Stage4,357
58,6,58,6,Expected mortality,Stage4,358
59,6,59,6,Expected mortality,Stage4,359
60,6,60,6,Expected mortality,Stage4,360
1,7,1,7,Expected mortality,Stage4,361
2,7,2,7,Expected mortality,Stage4,362
3,7,3,7,Expected mortality,Stage4,363
4,7,4,7,Expected mortality,Stage4,364
5,7,5,7,Expected mortality,Stage4,365
6,7,6,7,Expected mortality,Stage4,366
7,7,7,7,Expected mortality,Stage4,367
8,7,8,7,Expected mortality,Stage4,368
9,7,9,7,Expected mortality,Stage4,369
10,7,10,7,Expected mortality,Stage4,370
11,7,11,7,Expected mortality,Stage4,371
12,7,12,7,Expected mortality,Stage4,372
13,7,13,7,Expected mortality,Stage4,373
14,7,14,7,Expected mortality,Stage4,374
15,7,15,7,Expected mortality,Stage4,375
16,7,16,7,Expected mortality,Stage4,376
17,7,17,7,Expected mortality,Stage4,377
18,7,18,7,Expected mortality,Stage4,378
19,7,19,7,Expected mortality,Stage4,379
20,7,20,7,Expected mortality,Stage4,380
21,7,21,7,Expected mortality,Stage4,381
22,7,22,7,Expected mortality,Stage4,382
23,7,23,7,Expected mortality,Stage4,383
24,7,24,7,Expected mortality,Stage4,384
25,7,25,7,Expected mortality,Stage4,385
26,7,26,7,Expected mortality,Stage4,386
27,7,27,7,Expected mortality,Stage4,387
28,7,28,7,Expected mortality,Stage4,388
29,7,29,7,Expected mortality,Stage4,389
30,7,30,7,Expected mortality,Stage4,390
31,7,31,7,Expected mortality,Stage4,391
32,7,32,7,Expected mortality,Stage4,392
33,7,33,7,Expected mortality,Stage4,393
34,7,34,7,Expected mortality,Stage4,394
35,7,35,7,Expected mortality,Stage4,395
36,7,36,7,Expected mortality,Stage4,396
37,7,37,7,Expected mortality,Stage4,397
38,7,38,7,Expected mortality,Stage4,398
39,7,39,7,Expected mortality,Stage4,399
40,7,40,7,Expected mortality,Stage4,400
41,7,41,7,Expected mortality,Stage4,401
42,7,42,7,Expected mortality,Stage4,402
43,7,43,7,Expected mortality,Stage4,403
44,7,44,7,Expected mortality,Stage4,404
45,7,45,7,Expected mortality,Stage4,405
46,7,46,7,Expected mortality,Stage4,406
47,7,47,7,Expected mortality,Stage4,407
48,7,48,7,Expected mortality,Stage4,408
49,7,49,7,Expected mortality,Stage4,409
50,7,50,7,Expected mortality,Stage4,410
51,7,51,7,Expected mortality,Stage4,411
52,7,52,7,Expected mortality,Stage4,412
53,7,53,7,Expected mortality,Stage4,413
54,7,54,7,Expected mortality,Stage4,414
55,7,55,7,Expected mortality,Stage4,415
56,7,56,7,Expected mortality,Stage4,416
57,7,57,7,Expected mortality,Stage4,417
58,7,58,7,Expected mortality,Stage4,418
59,7,59,7,Expected mortality,Stage4,419
60,7,60,7,Expected mortality,Stage4,420
1,8,1,8,Expected mortality,Stage4,421
2,8,2,8,Expected mortality,Stage4,422
3,8,3,8,Expected mortality,Stage4,423
4,8,4,8,Expected mortality,Stage4,424
5,8,5,8,Expected mortality,Stage4,425
6,8,6,8,Expected mortality,Stage4,426
7,8,7,8,Expected mortality,Stage4,427
8,8,8,8,Expected mortality,Stage4,428
9,8,9,8,Expected mortality,Stage4,429
10,8,10,8,Expected mortality,Stage4,430
11,8,11,8,Expected mortality,Stage4,431
12,8,12,8,Expected mortality,Stage4,432
13,8,13,8,Expected mortality,Stage4,433
14,8,14,8,Expected mortality,Stage4,434
15,8,15,8,Expected mortality,Stage4,435
16,8,16,8,Expected mortality,Stage4,436
17,8,17,8,Expected mortality,Stage4,437
18,8,18,8,Expected mortality,Stage4,438
19,8,19,8,Expected mortality,Stage4,439
20,8,20,8,Expected mortality,Stage4,440
21,8,21,8,Expected mortality,Stage4,441
22,8,22,8,Expected mortality,Stage4,442
23,8,23,8,Expected mortality,Stage4,443
24,8,24,8,Expected mortality,Stage4,444
25,8,25,8,Expected mortality,Stage4,445
26,8,26,8,Expected mortality,Stage4,446
27,8,27,8,Expected mortality,Stage4,447
28,8,28,8,Expected mortality,Stage4,448
29,8,29,8,Expected mortality,Stage4,449
30,8,30,8,Expected mortality,Stage4,450
31,8,31,8,Expected mortality,Stage4,451
32,8,32,8,Expected mortality,Stage4,452
33,8,33,8,Expected mortality,Stage4,453
34,8,34,8,Expected mortality,Stage4,454
35,8,35,8,Expected mortality,Stage4,455
36,8,36,8,Expected mortality,Stage4,456
37,8,37,8,Expected mortality,Stage4,457
38,8,38,8,Expected mortality,Stage4,458
39,8,39,8,Expected mortality,Stage4,459
40,8,40,8,Expected mortality,Stage4,460
41,8,41,8,Expected mortality,Stage4,461
42,8,42,8,Expected mortality,Stage4,462
43,8,43,8,Expected mortality,Stage4,463
44,8,44,8,Expected mortality,Stage4,464
45,8,45,8,Expected mortality,Stage4,465
46,8,46,8,Expected mortality,Stage4,466
47,8,47,8,Expected mortality,Stage4,467
48,8,48,8,Expected mortality,Stage4,468
49,8,49,8,Expected mortality,Stage4,469
50,8,50,8,Expected mortality,Stage4,470
51,8,51,8,Expected mortality,Stage4,471
52,8,52,8,Expected mortality,Stage4,472
53,8,53,8,Expected mortality,Stage4,473
54,8,54,8,Expected mortality,Stage4,474
55,8,55,8,Expected mortality,Stage4,475
56,8,56,8,Expected mortality,Stage4,476
57,8,57,8,Expected mortality,Stage4,477
58,8,58,8,Expected mortality,Stage4,478
59,8,59,8,Expected mortality,Stage4,479
60,8,60,8,Expected mortality,Stage4,480
1,9,1,9,Expected mortality,Stage4,481
2,9,2,9,Expected mortality,Stage4,482
3,9,3,9,Expected mortality,Stage4,483
4,9,4,9,Expected mortality,Stage4,484
5,9,5,9,Expected mortality,Stage4,485
6,9,6,9,Expected mortality,Stage4,486
7,9,7,9,Expected mortality,Stage4,487
8,9,8,9,Expected mortality,Stage4,488
9,9,9,9,Expected mortality,Stage4,489
10,9,10,9,Expected mortality,Stage4,490
11,9,11,9,Expected mortality,Stage4,491
12,9,12,9,Expected mortality,Stage4,492
13,9,13,9,Expected mortality,Stage4,493
14,9,14,9,Expected mortality,Stage4,494
15,9,15,9,Expected mortality,Stage4,495
16,9,16,9,Expected mortality,Stage4,496
17,9,17,9,Expected mortality,Stage4,497
18,9,18,9,Expected mortality,Stage4,498
19,9,19,9,Expected mortality,Stage4,499
20,9,20,9,Expected mortality,Stage4,500
21,9,21,9,Expected mortality,Stage4,501
22,9,22,9,Expected mortality,Stage4,502
23,9,23,9,Expected mortality,Stage4,503
24,9,24,9,Expected mortality,Stage4,504
25,9,25,9,Expected mortality,Stage4,505
26,9,26,9,Expected mortality,Stage4,506
27,9,27,9,Expected mortality,Stage4,507
28,9,28,9,Expected mortality,Stage4,508
29,9,29,9,Expected mortality,Stage4,509
30,9,30,9,Expected mortality,Stage4,510
31,9,31,9,Expected mortality,Stage4,511
32,9,32,9,Expected mortality,Stage4,512
33,9,33,9,Expected mortality,Stage4,513
34,9,34,9,Expected mortality,Stage4,514
35,9,35,9,Expected mortality,Stage4,515
36,9,36,9,Expected mortality,Stage4,516
37,9,37,9,Expected mortality,Stage4,517
38,9,38,9,Expected mortality,Stage4,518
39,9,39,9,Expected mortality,Stage4,519
40,9,40,9,Expected mortality,Stage4,520
41,9,41,9,Expected mortality,Stage4,521
42,9,42,9,Expected mortality,Stage4,522
43,9,43,9,Expected mortality,Stage4,523
44,9,44,9,Expected mortality,Stage4,524
45,9,45,9,Expected mortality,Stage4,525
46,9,46,9,Expected mortality,Stage4,526
47,9,47,9,Expected mortality,Stage4,527
48,9,48,9,Expected mortality,Stage4,528
49,9,49,9,Expected mortality,Stage4,529
50,9,50,9,Expected mortality,Stage4,530
51,9,51,9,Expected mortality,Stage4,531
52,9,52,9,Expected mortality,Stage4,532
53,9,53,9,Expected mortality,Stage4,533
54,9,54,9,Expected mortality,Stage4,534
55,9,55,9,Expected mortality,Stage4,535
56,9,56,9,Expected mortality,Stage4,536
57,9,57,9,Expected mortality,Stage4,537
58,9,58,9,Expected mortality,Stage4,538
59,9,59,9,Expected mortality,Stage4,539
60,9,60,9,Expected mortality,Stage4,540
1,10,1,10,Expected mortality,Stage4,541
2,10,2,10,Expected mortality,Stage4,542
3,10,3,10,Expected mortality,Stage4,543
4,10,4,10,Expected mortality,Stage4,544
5,10,5,10,Expected mortality,Stage4,545
6,10,6,10,Expected mortality,Stage4,546
7,10,7,10,Expected mortality,Stage4,547
8,10,8,10,Expected mortality,Stage4,548
9,10,9,10,Expected mortality,Stage4,549
10,10,10,10,Expected mortality,Stage4,550
11,10,11,10,Expected mortality,Stage4,551
12,10,12,10,Expected mortality,Stage4,552
13,10,13,10,Expected mortality,Stage4,553
14,10,14,10,Expected mortality,Stage4,554
15,10,15,10,Expected mortality,Stage4,555
16,10,16,10,Expected mortality,Stage4,556
17,10,17,10,Expected mortality,Stage4,557
18,10,18,10,Expected mortality,Stage4,558
19,10,19,10,Expected mortality,Stage4,559
20,10,20,10,Expected mortality,Stage4,560
21,10,21,10,Expected mortality,Stage4,561
22,10,22,10,Expected mortality,Stage4,562
23,10,23,10,Expected mortality,Stage4,563
24,10,24,10,Expected mortality,Stage4,564
25,10,25,10,Expected mortality,Stage4,565
26,10,26,10,Expected mortality,Stage4,566
27,10,27,10,Expected mortality,Stage4,567
28,10,28,10,Expected mortality,Stage4,568
29,10,29,10,Expected mortality,Stage4,569
30,10,30,10,Expected mortality,Stage4,570
31,10,31,10,Expected mortality,Stage4,571
32,10,32,10,Expected mortality,Stage4,572
33,10,33,10,Expected mortality,Stage4,573
34,10,34,10,Expected mortality,Stage4,574
35,10,35,10,Expected mortality,Stage4,575
36,10,36,10,Expected mortality,Stage4,576
37,10,37,10,Expected mortality,Stage4,577
38,10,38,10,Expected mortality,Stage4,578
39,10,39,10,Expected mortality,Stage4,579
40,10,40,10,Expected mortality,Stage4,580
41,10,41,10,Expected mortality,Stage4,581
42,10,42,10,Expected mortality,Stage4,582
43,10,43,10,Displaced mortality,Stage4,NA
44,10,44,10,Expected mortality,Stage4,584
45,10,45,10,Expected mortality,Stage4,585
46,10,46,10,Expected mortality,Stage4,586
47,10,47,10,Expected mortality,Stage4,587
48,10,48,10,Expected mortality,Stage4,588
49,10,49,10,Expected mortality,Stage4,589
50,10,50,10,Expected mortality,Stage4,590
51,10,51,10,Expected mortality,Stage4,591
52,10,52,10,Expected mortality,Stage4,592
53,10,53,10,Expected mortality,Stage4,593
54,10,54,10,Expected mortality,Stage4,594
55,10,55,10,Expected mortality,Stage4,595
56,10,56,10,Expected mortality,Stage4,596
57,10,57,10,Expected mortality,Stage4,597
58,10,58,10,Expected mortality,Stage4,598
59,10,59,10,Expected mortality,Stage4,599
60,10,60,10,Expected mortality,Stage4,600
1,11,1,11,NA,Stage4,NA
2,11,2,11,NA,Stage4,NA
3,11,3,11,NA,Stage4,NA
4,11,4,11,NA,Stage4,NA
5,11,5,11,NA,Stage4,NA
6,11,6,11,NA,Stage4,NA
7,11,7,11,NA,Stage4,NA
8,11,8,11,NA,Stage4,NA
43,10,9,11,Premature mortality,Stage4,583
10,11,10,11,NA,Stage4,NA
11,11,11,11,NA,Stage4,NA
12,11,12,11,NA,Stage4,NA
13,11,13,11,NA,Stage4,NA
14,11,14,11,NA,Stage4,NA
15,11,15,11,NA,Stage4,NA
16,11,16,11,NA,Stage4,NA
17,11,17,11,NA,Stage4,NA
18,11,18,11,NA,Stage4,NA
19,11,19,11,NA,Stage4,NA
20,11,20,11,NA,Stage4,NA
21,11,21,11,NA,Stage4,NA
22,11,22,11,NA,Stage4,NA
23,11,23,11,NA,Stage4,NA
24,11,24,11,NA,Stage4,NA
25,11,25,11,NA,Stage4,NA
26,11,26,11,NA,Stage4,NA
27,11,27,11,NA,Stage4,NA
28,11,28,11,NA,Stage4,NA
29,11,29,11,NA,Stage4,NA
30,11,30,11,NA,Stage4,NA
31,11,31,11,NA,Stage4,NA
32,11,32,11,NA,Stage4,NA
33,11,33,11,NA,Stage4,NA
34,11,34,11,NA,Stage4,NA
35,11,35,11,NA,Stage4,NA
36,11,36,11,NA,Stage4,NA
37,11,37,11,NA,Stage4,NA
38,11,38,11,NA,Stage4,NA
39,11,39,11,NA,Stage4,NA
40,11,40,11,NA,Stage4,NA
41,11,41,11,NA,Stage4,NA
42,11,42,11,NA,Stage4,NA
43,11,43,11,NA,Stage4,NA
44,11,44,11,NA,Stage4,NA
45,11,45,11,NA,Stage4,NA
46,11,46,11,NA,Stage4,NA
47,11,47,11,NA,Stage4,NA
48,11,48,11,NA,Stage4,NA
49,11,49,11,NA,Stage4,NA
50,11,50,11,NA,Stage4,NA
51,11,51,11,NA,Stage4,NA
52,11,52,11,NA,Stage4,NA
53,11,53,11,NA,Stage4,NA
54,11,54,11,NA,Stage4,NA
55,11,55,11,NA,Stage4,NA
56,11,56,11,NA,Stage4,NA
57,11,57,11,NA,Stage4,NA
58,11,58,11,NA,Stage4,NA
59,11,59,11,NA,Stage4,NA
60,11,60,11,NA,Stage4,NA
1,12,1,12,NA,Stage4,NA
2,12,2,12,NA,Stage4,NA
3,12,3,12,NA,Stage4,NA
4,12,4,12,NA,Stage4,NA
5,12,5,12,NA,Stage4,NA
6,12,6,12,NA,Stage4,NA
7,12,7,12,NA,Stage4,NA
8,12,8,12,NA,Stage4,NA
9,12,9,12,NA,Stage4,NA
10,12,10,12,NA,Stage4,NA
11,12,11,12,NA,Stage4,NA
12,12,12,12,NA,Stage4,NA
13,12,13,12,NA,Stage4,NA
14,12,14,12,NA,Stage4,NA
15,12,15,12,NA,Stage4,NA
16,12,16,12,NA,Stage4,NA
17,12,17,12,NA,Stage4,NA
18,12,18,12,NA,Stage4,NA
19,12,19,12,NA,Stage4,NA
20,12,20,12,NA,Stage4,NA
21,12,21,12,NA,Stage4,NA
22,12,22,12,NA,Stage4,NA
23,12,23,12,NA,Stage4,NA
24,12,24,12,NA,Stage4,NA
25,12,25,12,NA,Stage4,NA
26,12,26,12,NA,Stage4,NA
27,12,27,12,NA,Stage4,NA
28,12,28,12,NA,Stage4,NA
29,12,29,12,NA,Stage4,NA
30,12,30,12,NA,Stage4,NA
31,12,31,12,NA,Stage4,NA
32,12,32,12,NA,Stage4,NA
33,12,33,12,NA,Stage4,NA
34,12,34,12,NA,Stage4,NA
35,12,35,12,NA,Stage4,NA
36,12,36,12,NA,Stage4,NA
37,12,37,12,NA,Stage4,NA
38,12,38,12,NA,Stage4,NA
39,12,39,12,NA,Stage4,NA
40,12,40,12,NA,Stage4,NA
41,12,41,12,NA,Stage4,NA
42,12,42,12,NA,Stage4,NA
43,12,43,12,NA,Stage4,NA
44,12,44,12,NA,Stage4,NA
45,12,45,12,NA,Stage4,NA
46,12,46,12,NA,Stage4,NA
47,12,47,12,NA,Stage4,NA
48,12,48,12,NA,Stage4,NA
49,12,49,12,NA,Stage4,NA
50,12,50,12,NA,Stage4,NA
51,12,51,12,NA,Stage4,NA
52,12,52,12,NA,Stage4,NA
53,12,53,12,NA,Stage4,NA
54,12,54,12,NA,Stage4,NA
55,12,55,12,NA,Stage4,NA
56,12,56,12,NA,Stage4,NA
57,12,57,12,NA,Stage4,NA
58,12,58,12,NA,Stage4,NA
59,12,59,12,NA,Stage4,NA
60,12,60,12,NA,Stage4,NA
1,13,1,13,NA,Stage4,NA
2,13,2,13,NA,Stage4,NA
3,13,3,13,NA,Stage4,NA
4,13,4,13,NA,Stage4,NA
5,13,5,13,NA,Stage4,NA
6,13,6,13,NA,Stage4,NA
7,13,7,13,NA,Stage4,NA
8,13,8,13,NA,Stage4,NA
9,13,9,13,NA,Stage4,NA
10,13,10,13,NA,Stage4,NA
11,13,11,13,NA,Stage4,NA
12,13,12,13,NA,Stage4,NA
13,13,13,13,NA,Stage4,NA
14,13,14,13,NA,Stage4,NA
15,13,15,13,NA,Stage4,NA
16,13,16,13,NA,Stage4,NA
17,13,17,13,NA,Stage4,NA
18,13,18,13,NA,Stage4,NA
19,13,19,13,NA,Stage4,NA
20,13,20,13,NA,Stage4,NA
21,13,21,13,NA,Stage4,NA
22,13,22,13,NA,Stage4,NA
23,13,23,13,NA,Stage4,NA
24,13,24,13,NA,Stage4,NA
25,13,25,13,NA,Stage4,NA
26,13,26,13,NA,Stage4,NA
27,13,27,13,NA,Stage4,NA
28,13,28,13,NA,Stage4,NA
29,13,29,13,NA,Stage4,NA
30,13,30,13,NA,Stage4,NA
31,13,31,13,NA,Stage4,NA
32,13,32,13,NA,Stage4,NA
33,13,33,13,NA,Stage4,NA
34,13,34,13,NA,Stage4,NA
35,13,35,13,NA,Stage4,NA
36,13,36,13,NA,Stage4,NA
37,13,37,13,NA,Stage4,NA
38,13,38,13,NA,Stage4,NA
39,13,39,13,NA,Stage4,NA
40,13,40,13,NA,Stage4,NA
41,13,41,13,NA,Stage4,NA
42,13,42,13,NA,Stage4,NA
43,13,43,13,NA,Stage4,NA
44,13,44,13,NA,Stage4,NA
45,13,45,13,NA,Stage4,NA
46,13,46,13,NA,Stage4,NA
47,13,47,13,NA,Stage4,NA
48,13,48,13,NA,Stage4,NA
49,13,49,13,NA,Stage4,NA
50,13,50,13,NA,Stage4,NA
51,13,51,13,NA,Stage4,NA
52,13,52,13,NA,Stage4,NA
53,13,53,13,NA,Stage4,NA
54,13,54,13,NA,Stage4,NA
55,13,55,13,NA,Stage4,NA
56,13,56,13,NA,Stage4,NA
57,13,57,13,NA,Stage4,NA
58,13,58,13,NA,Stage4,NA
59,13,59,13,NA,Stage4,NA
60,13,60,13,NA,Stage4,NA
1,14,1,14,NA,Stage4,NA
2,14,2,14,NA,Stage4,NA
3,14,3,14,NA,Stage4,NA
4,14,4,14,NA,Stage4,NA
5,14,5,14,NA,Stage4,NA
6,14,6,14,NA,Stage4,NA
7,14,7,14,NA,Stage4,NA
8,14,8,14,NA,Stage4,NA
9,14,9,14,NA,Stage4,NA
10,14,10,14,NA,Stage4,NA
11,14,11,14,NA,Stage4,NA
12,14,12,14,NA,Stage4,NA
13,14,13,14,NA,Stage4,NA
14,14,14,14,NA,Stage4,NA
15,14,15,14,NA,Stage4,NA
16,14,16,14,NA,Stage4,NA
17,14,17,14,NA,Stage4,NA
18,14,18,14,NA,Stage4,NA
19,14,19,14,NA,Stage4,NA
20,14,20,14,NA,Stage4,NA
21,14,21,14,NA,Stage4,NA
22,14,22,14,NA,Stage4,NA
23,14,23,14,NA,Stage4,NA
24,14,24,14,NA,Stage4,NA
25,14,25,14,NA,Stage4,NA
26,14,26,14,NA,Stage4,NA
27,14,27,14,NA,Stage4,NA
28,14,28,14,NA,Stage4,NA
29,14,29,14,NA,Stage4,NA
30,14,30,14,NA,Stage4,NA
31,14,31,14,NA,Stage4,NA
