name,region,year,population,Deaths,income,lifeExpectancy
North East England,Neoplasms,2017,3776.028264,172.0277674,183.3284981,3592.699786
North East England,other conditions,2017,16182.02642,209.3061665,11462.0203,4720.007357
North East England,Cardiovascular diseases,2018,2660.031184,146.4036542,279.5593935,2380.471821
North East England,Neoplasms,2018,3793.738516,172.7973505,184.4325418,3609.305994
North East England,other conditions,2018,16210.16212,209.4681807,11488.50565,4721.657713
North East England,Cardiovascular diseases,2019,2680.374295,147.6089971,279.1760614,2401.198264
North East England,Neoplasms,2019,3821.6543,174.2493829,185.0347993,3636.619521
North East England,other conditions,2019,16223.3096,208.6981198,11549.40455,4673.9063
North West England,Cardiovascular diseases,1990,6432.866673,344.4719363,356.0220168,6076.844694
North West England,Neoplasms,1990,4764.830923,200.0563566,153.4469584,4611.383981
North West England,other conditions,1990,17423.31738,228.5358216,11240.3164,6183.002197
North West England,Cardiovascular diseases,1991,6233.127072,335.4949865,350.2435631,5882.883546
North West England,Neoplasms,1991,4703.597529,197.9846194,155.9593643,4547.638181
North West England,other conditions,1991,17332.20758,226.5123258,11266.68205,6065.526755
North West England,Cardiovascular diseases,1992,6049.266985,326.8306004,344.6611489,5704.605873
North West England,Neoplasms,1992,4666.622642,196.7326535,159.0098427,4507.612817
North West England,other conditions,1992,17185.40364,224.5115757,11289.97862,5895.426238
North West England,Cardiovascular diseases,1993,5932.466911,321.743453,339.5487021,5592.918245
North West England,Neoplasms,1993,4644.990758,196.287765,163.2270967,4481.763679
North West England,other conditions,1993,17204.70898,229.0243425,11310.8312,5893.879006
North West England,Cardiovascular diseases,1994,5628.184972,305.1216072,335.262469,5292.922539
North West England,Neoplasms,1994,4528.423952,191.6517008,162.7592657,4365.664704
North West England,other conditions,1994,17150.23452,226.451537,11328.98484,5821.250911
North West England,Cardiovascular diseases,1995,5493.333443,298.2284839,332.000793,5161.332686
North West England,Neoplasms,1995,4505.132797,190.7629266,165.9689066,4339.163908
North West England,other conditions,1995,17218.65617,229.7395617,11335.5907,5883.066696
North West England,Cardiovascular diseases,1996,5325.50836,289.4031424,329.3547436,4996.153652
North West England,Neoplasms,1996,4462.308685,189.0462701,167.2847541,4295.023949
North West England,other conditions,1996,17270.48374,231.0280353,11357.64673,5912.838239
North West England,Cardiovascular diseases,1997,5145.380897,280.0800085,326.5635136,4818.817418
North West England,Neoplasms,1997,4414.752455,187.2131312,168.3055895,4246.446884
North West England,other conditions,1997,17371.79379,232.9211968,11382.4013,5989.393717
North West England,Cardiovascular diseases,1998,4992.579045,272.8914917,323.6609383,4668.918142
North West England,Neoplasms,1998,4369.829782,186.2361875,170.3538494,4199.475951
North West England,other conditions,1998,17363.89295,233.1992351,11408.32049,5955.573689
North West England,Cardiovascular diseases,1999,4846.556092,265.1995659,320.5060246,4526.050102
North West England,Neoplasms,1999,4354.895967,186.1805031,172.6869576,4182.209028
North West England,other conditions,1999,17456.3431,235.3970728,11428.56042,6027.783916
North West England,Cardiovascular diseases,2000,4547.660727,249.5486426,317.1946276,4230.466134
North West England,Neoplasms,2000,4201.604409,180.2591354,171.3825048,4030.221923
North West England,other conditions,2000,17273.29218,228.5210104,11436.71427,5836.579145
North West England,Cardiovascular diseases,2001,4366.12076,241.3538221,312.5151621,4053.605632
North West England,Neoplasms,2001,4124.204295,177.8612507,172.1564793,3952.047834
North West England,other conditions,2001,17126.27552,223.4914627,11436.66223,5689.614523
North West England,Cardiovascular diseases,2002,4226.405661,235.2167526,306.001825,3920.403869
North West England,Neoplasms,2002,4082.438649,177.2320762,173.9745063,3908.464162
North West England,other conditions,2002,17019.8236,222.639198,11433.27861,5586.54622
North West England,Cardiovascular diseases,2003,4073.862452,227.4920951,298.9500677,3774.912417
North West England,Neoplasms,2003,4039.212973,176.0521918,176.1962461,3863.016746
North West England,other conditions,2003,17019.93318,223.1650767,11433.66086,5586.273551
North West England,Cardiovascular diseases,2004,3851.978351,213.5402192,292.5630076,3559.415375
North West England,Neoplasms,2004,3980.036035,173.6146313,175.9348344,3804.10122
North West England,other conditions,2004,16887.05015,218.4736261,11427.29396,5459.757424
North West England,Cardiovascular diseases,2005,3685.140335,202.8425239,288.0003396,3397.140026
North West England,Neoplasms,2005,3957.176323,172.3083834,177.6160746,3779.560268
North West England,other conditions,2005,16884.55512,217.5491466,11421.94085,5462.615497
North West England,Cardiovascular diseases,2006,3509.523303,192.7066056,285.1261042,3224.39723
North West England,Neoplasms,2006,3909.390946,170.3149138,178.9269041,3730.464061
North West England,other conditions,2006,16835.92733,215.6434364,11400.71161,5435.216951
North West England,Cardiovascular diseases,2007,3371.062166,185.2205385,283.0659142,3087.996282
North West England,Neoplasms,2007,3873.24788,169.7562148,180.03802,3693.20988
North West England,other conditions,2007,16736.29248,214.8669747,11358.46238,5377.831327
North West England,Cardiovascular diseases,2008,3245.024776,177.6916781,281.6244917,2963.400314
North West England,Neoplasms,2008,3837.010811,168.6528831,183.2174917,3653.793339
North West England,other conditions,2008,16623.16815,213.4752433,11309.53724,5313.632136
North West England,Cardiovascular diseases,2009,3086.187211,167.7018334,280.6819855,2805.505255
North West England,Neoplasms,2009,3772.662014,165.9440175,183.4275245,3589.234509
North West England,other conditions,2009,16468.28755,208.8468802,11270.76162,5197.527144
North West England,Cardiovascular diseases,2010,2952.927269,160.3583434,280.0620938,2672.865206
North West England,Neoplasms,2010,3702.360404,163.3666948,183.6840028,3518.676421
North West England,other conditions,2010,16297.60307,205.127117,11256.99567,5040.608614
North West England,Cardiovascular diseases,2011,2827.741963,154.2162352,279.5535856,2548.188408
North West England,Neoplasms,2011,3635.759944,161.7065422,182.1585515,3453.601412
North West England,other conditions,2011,16184.88441,203.043157,11263.09524,4921.790381
North West England,Cardiovascular diseases,2012,2747.368641,152.3954309,278.9280582,2468.440613
North West England,Neoplasms,2012,3588.310919,161.4493212,181.7026216,3406.608317
North West England,other conditions,2012,16087.46184,203.8046707,11270.8554,4816.607658
North West England,Cardiovascular diseases,2013,2689.520572,149.7851769,278.3601725,2411.160429
North West England,Neoplasms,2013,3557.38719,161.0425544,183.1883631,3374.198847
North West England,other conditions,2013,16036.92132,204.2211037,11276.91931,4760.003227
North West England,Cardiovascular diseases,2014,2664.268383,147.8746273,277.9724582,2386.295955
North West England,Neoplasms,2014,3566.961191,161.5094484,184.5558918,3382.405319
North West England,other conditions,2014,16062.69228,205.2432536,11281.5692,4781.124293
North West England,Cardiovascular diseases,2015,2640.334274,146.3323979,277.7660438,2362.56826
North West England,Neoplasms,2015,3561.378458,161.528642,185.7358528,3375.642625
North West England,other conditions,2015,16082.72046,206.3275532,11282.71229,4800.009386
North West England,Cardiovascular diseases,2016,2623.784694,143.8128788,279.1607113,2344.624012
North West England,Neoplasms,2016,3561.535463,161.1305135,186.9816473,3374.553835
North West England,other conditions,2016,16121.5504,205.7205718,11288.25351,4833.298111
North West England,Cardiovascular diseases,2017,2610.907601,142.0198739,280.6166429,2330.290989
North West England,Neoplasms,2017,3532.4393,159.7376158,186.1732474,3346.266073
North West England,other conditions,2017,16089.09455,203.8113963,11297.0388,4792.056968
North West England,Cardiovascular diseases,2018,2633.147903,143.8517453,280.6562713,2352.491662
North West England,Neoplasms,2018,3534.705351,159.9505952,186.6104215,3348.09495
North West England,other conditions,2018,16092.47084,203.2866247,11324.80176,4767.670304
North West England,Cardiovascular diseases,2019,2650.520119,144.9858485,280.3051565,2370.214992
North West England,Neoplasms,2019,3550.883817,160.8397215,186.9676376,3363.9162
North West England,other conditions,2019,16116.90358,202.5900989,11389.96732,4726.937492
South East England,Cardiovascular diseases,1990,4920.018251,279.0413956,333.5689236,4586.449363
South East England,Neoplasms,1990,4091.070319,175.6570185,151.324865,3939.74547
South East England,other conditions,1990,16169.72875,192.5803354,10983.77893,5185.951003
South East England,Cardiovascular diseases,1991,4791.641778,273.3172719,326.2761046,4465.365709
South East England,Neoplasms,1991,4046.267371,174.3057271,153.055695,3893.211692
South East England,other conditions,1991,15995.63078,190.6188176,11001.39335,4994.238621
South East England,Cardiovascular diseases,1992,4664.140249,267.4089134,319.2916183,4344.848665
South East England,Neoplasms,1992,4017.537771,173.8352132,155.2218711,3862.315916
South East England,other conditions,1992,15782.41277,188.7313879,11016.75301,4765.660947
South East England,Cardiovascular diseases,1993,4551.314505,261.7637803,313.0284268,4238.286112
South East England,Neoplasms,1993,3979.857858,172.4609128,158.3584931,3821.499382
South East England,other conditions,1993,15740.64365,191.4069347,11029.43625,4711.208588
South East England,Cardiovascular diseases,1994,4324.941868,249.2423903,307.7982487,4017.143652
South East England,Neoplasms,1994,3891.906835,168.8137356,157.9377553,3733.969097
South East England,other conditions,1994,15651.66241,189.4789514,11039.61568,4612.047915
South East England,Cardiovascular diseases,1995,4245.325512,244.9229006,303.9853216,3941.340224
South East England,Neoplasms,1995,3868.314581,167.9960242,160.7371154,3707.577483
South East England,other conditions,1995,15726.51788,192.9414393,11038.04716,4688.471918
South East England,Cardiovascular diseases,1996,4103.954282,236.9669174,300.8280561,3803.126258
South East England,Neoplasms,1996,3806.877368,165.3918284,161.3391859,3645.538199
South East England,other conditions,1996,15753.83907,193.5886793,11052.0324,4701.80787
South East England,Cardiovascular diseases,1997,3950.424359,228.681314,297.3842663,3653.040125
South East England,Neoplasms,1997,3756.549353,163.373682,162.3758472,3594.173524
South East England,other conditions,1997,15740.28557,194.007155,11070.99388,4669.292894
South East England,Cardiovascular diseases,1998,3766.143843,218.4211797,293.6280868,3472.515788
South East England,Neoplasms,1998,3669.260086,160.4967746,163.4469561,3505.813147
South East England,other conditions,1998,15663.73638,191.1586398,11092.7386,4570.998976
South East England,Cardiovascular diseases,1999,3659.47227,212.7207494,289.9140596,3369.558242
South East England,Neoplasms,1999,3648.004026,160.0664495,165.5681665,3482.435878
South East England,other conditions,1999,15674.85229,192.5327487,11109.35479,4565.498702
South East England,Cardiovascular diseases,2000,3501.525648,203.5962148,286.3347315,3215.190947
South East England,Neoplasms,2000,3595.057851,157.7028517,166.0974955,3428.960374
South East England,other conditions,2000,15598.32937,189.4433924,11113.90025,4484.430324
South East England,Cardiovascular diseases,2001,3365.892122,196.2185419,281.8079356,3084.084217
South East England,Neoplasms,2001,3534.194492,155.3724274,166.3563389,3367.838171
South East England,other conditions,2001,15515.67514,184.5590659,11110.52677,4405.149568
South East England,Cardiovascular diseases,2002,3237.03783,190.1002782,275.9759053,2961.061955
South East England,Neoplasms,2002,3477.208189,153.7233645,167.0440694,3310.164138
South East England,other conditions,2002,15443.93661,183.0731916,11102.1067,4341.831108
South East England,Cardiovascular diseases,2003,3117.655352,183.0856625,269.7970405,2847.858341
South East England,Neoplasms,2003,3435.114205,152.3405679,168.4342034,3266.68002
South East England,other conditions,2003,15410.0568,182.2909591,11098.74749,4311.310506
South East England,Cardiovascular diseases,2004,2916.007882,170.5659525,264.2309576,2651.776953
South East England,Neoplasms,2004,3346.927633,148.8037262,166.6468531,3180.280798
South East England,other conditions,2004,15264.1201,176.9606511,11089.56337,4174.557921
South East England,Cardiovascular diseases,2005,2775.734598,161.8200654,260.200037,2515.534589
South East England,Neoplasms,2005,3296.39041,146.6701721,166.7473102,3129.643118
South East England,other conditions,2005,15221.17284,175.1566257,11082.9696,4138.20444
South East England,Cardiovascular diseases,2006,2641.731503,152.9923427,257.6673576,2384.064173
South East England,Neoplasms,2006,3265.761501,145.0917,167.3230639,3098.438455
South East England,other conditions,2006,15184.1155,173.1422781,11062.6902,4121.426492
South East England,Cardiovascular diseases,2007,2528.44815,145.6989799,255.7473583,2272.70082
South East England,Neoplasms,2007,3226.472172,143.7662333,167.3023711,3059.169819
South East England,other conditions,2007,15097.41074,171.3494357,11021.73703,4075.674897
South East England,Cardiovascular diseases,2008,2412.933882,138.5583056,254.3995352,2158.534374
South East England,Neoplasms,2008,3161.73649,141.5866685,168.0267832,2993.709725
South East England,other conditions,2008,14965.98522,168.687997,10974.7848,3991.201596
South East England,Cardiovascular diseases,2009,2326.604784,132.6952967,253.5327313,2073.07208
South East England,Neoplasms,2009,3140.699638,140.8037772,168.1491547,2972.550501
South East England,other conditions,2009,14877.79414,166.9477098,10937.84558,3939.949739
South East England,Cardiovascular diseases,2010,2247.183862,128.823895,253.087271,1994.096618
South East England,Neoplasms,2010,3102.53335,139.7988899,168.0840508,2934.449317
South East England,other conditions,2010,14752.14174,165.4425796,10924.93452,3827.208392
South East England,Cardiovascular diseases,2011,2160.999321,124.9342399,252.8839824,1908.115366
South East England,Neoplasms,2011,3051.658932,139.1095874,165.7358792,2885.923071
South East England,other conditions,2011,14643.60293,163.777985,10932.4893,3711.114813
South East England,Cardiovascular diseases,2012,2099.136475,123.1633586,252.6792996,1846.457203
South East England,Neoplasms,2012,3007.98265,138.5578347,163.8576077,2844.12506
South East England,other conditions,2012,14590.87142,164.1927693,10944.09053,3646.782066
South East England,Cardiovascular diseases,2013,2101.522955,123.3254989,252.5529232,1848.970059
South East England,Neoplasms,2013,3034.976815,140.2177049,165.4108434,2869.56599
South East England,other conditions,2013,14648.05213,167.0250023,10954.95975,3693.093562
South East England,Cardiovascular diseases,2014,2032.233827,119.43581,252.5503902,1779.683464
South East England,Neoplasms,2014,2973.489792,138.3829548,163.3039777,2810.185832
South East England,other conditions,2014,14573.69743,164.653292,10965.81095,3607.887666
South East England,Cardiovascular diseases,2015,2026.613983,119.1559914,252.6676128,1773.946398
South East England,Neoplasms,2015,2974.597586,139.1939337,163.5276406,2811.069963
South East England,other conditions,2015,14592.69164,166.2012942,10972.87755,3619.815271
South East England,Cardiovascular diseases,2016,2021.936308,116.9981451,254.4191985,1767.517137
South East England,Neoplasms,2016,2996.430569,139.5663216,165.1519027,2831.278684
South East England,other conditions,2016,14648.95539,165.9641098,10988.84791,3660.108666
South East England,Cardiovascular diseases,2017,1985.290379,114.1080234,256.1274457,1729.162961
South East England,Neoplasms,2017,2964.234941,137.6346405,164.5575769,2799.677382
South East England,other conditions,2017,14665.29299,164.3242597,11009.94648,3655.347707
South East England,Cardiovascular diseases,2018,2020.77358,116.9954955,256.2354469,1764.538161
South East England,Neoplasms,2018,2990.618216,139.1836791,165.7205344,2824.8977
South East England,other conditions,2018,14719.37269,165.482321,11050.37182,3669.002062
South East England,Cardiovascular diseases,2019,2020.089573,116.9692093,255.9669586,1764.122642
South East England,Neoplasms,2019,2984.41706,138.9787535,165.0711482,2819.34593
South East England,other conditions,2019,14741.06361,163.7847119,11135.80175,3605.263066
South West England,Cardiovascular diseases,1990,5076.891889,284.9064349,342.3332272,4734.558699
South West England,Neoplasms,1990,4098.952013,173.8146316,185.0429421,3913.909091
South West England,other conditions,1990,16222.21765,189.8400769,11036.40667,5185.812172
South West England,Cardiovascular diseases,1991,4881.92417,276.1775495,335.1770718,4546.747135
South West England,Neoplasms,1991,4019.062637,170.8058381,186.391889,3832.670768
South West England,other conditions,1991,16044.92517,186.3280415,11038.18639,5006.739973
South West England,Cardiovascular diseases,1992,4721.106397,268.0876915,328.3970985,4392.709334
South West England,Neoplasms,1992,3964.232331,169.2268772,187.9210731,3776.311278
South West England,other conditions,1992,15851.70255,183.3612815,11039.20631,4812.497431
South West England,Cardiovascular diseases,1993,4567.433618,260.874981,322.3132459,4245.120407
South West England,Neoplasms,1993,3906.572397,166.8527219,190.7176095,3715.854808
South West England,other conditions,1993,15770.11681,184.0906854,11041.05733,4729.060675
South West England,Cardiovascular diseases,1994,4373.549656,249.4448395,317.3322265,4056.217464
South West England,Neoplasms,1994,3842.70427,164.1618695,190.2511421,3652.453149
South West England,other conditions,1994,15746.44005,182.9397373,11043.55795,4702.883287
South West England,Cardiovascular diseases,1995,4292.069606,245.4085415,313.7571809,3978.312459
South West England,Neoplasms,1995,3834.971757,164.0441438,193.42226,3641.549517
South West England,other conditions,1995,15805.01347,186.3645948,11038.77307,4766.241591
South West England,Cardiovascular diseases,1996,4126.624835,236.3643686,310.9304351,3815.694433
South West England,Neoplasms,1996,3755.945142,161.0122533,192.8761537,3563.069009
South West England,other conditions,1996,15813.63814,186.147717,11051.0891,4762.550229
South West England,Cardiovascular diseases,1997,3961.768665,227.6994038,308.0815301,3653.687168
South West England,Neoplasms,1997,3693.548306,158.974986,192.4205277,3501.127799
South West England,other conditions,1997,15758.71598,185.5369303,11067,4691.717171
South West England,Cardiovascular diseases,1998,3829.575441,220.6945557,305.1042357,3524.471238
South West England,Neoplasms,1998,3629.841998,157.0676513,192.8978207,3436.944198
South West England,other conditions,1998,15676.13112,184.0133633,11085.3208,4590.811513
South West England,Cardiovascular diseases,1999,3687.247993,214.3253447,301.8896184,3385.358408
South West England,Neoplasms,1999,3570.069504,155.688797,193.0779394,3376.991586
South West England,other conditions,1999,15645.30112,184.3309738,11100.51445,4544.787871
South West England,Cardiovascular diseases,2000,3554.889856,206.9953346,298.4660391,3256.423849
South West England,Neoplasms,2000,3539.178441,154.4451897,193.5243685,3345.654093
South West England,other conditions,2000,15621.15523,183.2045307,11105.73636,4515.420062
South West England,Cardiovascular diseases,2001,3404.068538,198.3791331,293.6911207,3110.377449
South West England,Neoplasms,2001,3483.605024,151.9889195,192.7569455,3290.848099
South West England,other conditions,2001,15549.88616,178.8477591,11107.43701,4442.450344
South West England,Cardiovascular diseases,2002,3312.335031,193.6701471,287.1463063,3025.188756
South West England,Neoplasms,2002,3486.685694,152.4825815,194.1510494,3292.534666
South West England,other conditions,2002,15516.43528,179.2052209,11108.93747,4407.499006
South West England,Cardiovascular diseases,2003,3161.119298,185.5880423,280.1508235,2880.968505
South West England,Neoplasms,2003,3423.056617,150.4997191,193.8825978,3229.17404
South West England,other conditions,2003,15429.17016,177.5294078,11117.08965,4312.081706
South West England,Cardiovascular diseases,2004,2959.377079,172.9372136,273.664184,2685.712925
South West England,Neoplasms,2004,3332.051178,147.1460209,190.3388997,3141.712299
South West England,other conditions,2004,15300.53484,172.8458717,11117.89494,4182.641095
South West England,Cardiovascular diseases,2005,2810.06991,163.4130887,268.9523917,2541.117548
South West England,Neoplasms,2005,3281.764552,145.0976633,189.7253078,3092.039264
South West England,other conditions,2005,15288.17695,171.6519108,11117.87765,4170.300504
South West England,Cardiovascular diseases,2006,2686.498538,155.0742211,265.6895537,2420.809013
South West England,Neoplasms,2006,3261.151218,143.9293696,190.0020123,3071.149226
South West England,other conditions,2006,15266.9002,170.500912,11102.28724,4164.614155
South West England,Cardiovascular diseases,2007,2602.148448,149.5328241,263.0314459,2339.117031
South West England,Neoplasms,2007,3261.790606,144.3012566,190.3958557,3071.39477
South West England,other conditions,2007,15255.14236,171.2442537,11068.40271,4186.740849
South West England,Cardiovascular diseases,2008,2516.985664,144.3703109,260.9224102,2256.063282
South West England,Neoplasms,2008,3252.797535,144.1275656,192.5368006,3060.260755
South West England,other conditions,2008,15192.14034,170.8914597,11027.67847,4164.463061
South West England,Cardiovascular diseases,2009,2408.928827,137.4833898,259.5112552,2149.4176
South West England,Neoplasms,2009,3208.046118,142.4767164,191.0507609,3016.995378
South West England,other conditions,2009,15077.73108,168.3387649,10996.1141,4081.618163
South West England,Cardiovascular diseases,2010,2302.232882,131.6420485,258.7570083,2043.475901
South West England,Neoplasms,2010,3137.209373,140.0343145,189.3158457,2947.893548
South West England,other conditions,2010,14909.33276,165.0947154,10986.82112,3922.512826
South West England,Cardiovascular diseases,2011,2220.733688,127.4380038,258.3245457,1962.40917
South West England,Neoplasms,2011,3098.899969,139.5367519,187.1744098,2911.725579
South West England,other conditions,2011,14832.81997,163.8278898,10993.10254,3839.71862
South West England,Cardiovascular diseases,2012,2198.862865,127.8931299,257.8699512,1940.992941
South West England,Neoplasms,2012,3100.845981,140.8766984,186.7549564,2914.091045
South West England,other conditions,2012,14839.0186,166.4500959,10998.70146,3840.318327
South West England,Cardiovascular diseases,2013,2183.788001,127.7273113,257.5209119,1926.267117
South West England,Neoplasms,2013,3099.620595,141.3778227,187.9492222,2911.671393
South West England,other conditions,2013,14827.25825,168.1334731,11002.22217,3825.037266
South West England,Cardiovascular diseases,2014,2116.935743,124.0175606,257.3101088,1859.625662
South West England,Neoplasms,2014,3046.239042,139.4955828,186.045289,2860.193773
South West England,other conditions,2014,14745.6967,166.0430409,11004.8455,3740.852387
South West England,Cardiovascular diseases,2015,2133.116417,124.3234894,257.3769153,1875.73953
South West England,Neoplasms,2015,3085.165111,141.3699297,187.9281482,2897.236983
South West England,other conditions,2015,14791.21951,168.6385885,11005.6359,3785.584801
South West England,Cardiovascular diseases,2016,2140.802786,123.5170047,259.1633581,1881.639456
South West England,Neoplasms,2016,3130.91234,142.7502636,191.0218909,2939.89047
South West England,other conditions,2016,14806.93115,168.7501901,11020.65789,3786.274444
South West England,Cardiovascular diseases,2017,2120.402985,121.6636912,260.9749757,1859.428037
South West England,Neoplasms,2017,3106.757976,141.8202328,190.7374841,2916.020513
South West England,other conditions,2017,14772.19306,167.0610363,11038.35729,3733.83696
South West England,Cardiovascular diseases,2018,2138.594528,123.6248085,261.055874,1877.538683
South West England,Neoplasms,2018,3106.741942,142.1833335,191.1425781,2915.599385
South West England,other conditions,2018,14800.19306,167.2524266,11064.44907,3735.745189
South West England,Cardiovascular diseases,2019,2132.956487,123.1792768,260.8046553,1872.15186
South West England,Neoplasms,2019,3095.315629,141.6439588,190.2502576,2905.065392
South West England,other conditions,2019,14796.00773,165.2594796,11125.42781,3670.581126
West Midlands,Cardiovascular diseases,1990,5928.588623,322.1046049,351.7785838,5576.810077
West Midlands,Neoplasms,1990,4467.763624,190.8417433,132.6164749,4335.147163
West Midlands,other conditions,1990,17425.33648,222.5321587,11172.43039,6252.907292
West Midlands,Cardiovascular diseases,1991,5673.757482,310.5554412,346.2223005,5327.535219
West Midlands,Neoplasms,1991,4352.890689,186.6799161,133.1015661,4219.789137
West Midlands,other conditions,1991,17168.83892,217.3442011,11196.10852,5972.731609
West Midlands,Cardiovascular diseases,1992,5552.997637,305.3776933,340.9036563,5212.094017
West Midlands,Neoplasms,1992,4332.971191,186.3202784,135.2171407,4197.754065
West Midlands,other conditions,1992,16978.97842,215.71436,11215.53276,5763.44687
West Midlands,Cardiovascular diseases,1993,5456.368556,300.6225318,335.885746,5120.482846
West Midlands,Neoplasms,1993,4283.400025,184.8865475,137.5098906,4145.89015
West Midlands,other conditions,1993,16914.41316,218.4050857,11232.42329,5681.991083
West Midlands,Cardiovascular diseases,1994,5259.55985,290.522447,331.5882081,4927.971677
West Midlands,Neoplasms,1994,4232.108067,183.0746791,137.6356768,4094.472405
West Midlands,other conditions,1994,16854.20004,217.598676,11245.94265,5608.258609
West Midlands,Cardiovascular diseases,1995,5085.853343,281.5920819,328.2302225,4757.623156
West Midlands,Neoplasms,1995,4159.62587,180.0987871,138.8983305,4020.727555
West Midlands,other conditions,1995,16775.1469,217.2965159,11248.52085,5526.627269
West Midlands,Cardiovascular diseases,1996,4897.687178,270.7758672,325.2795792,4572.407634
West Midlands,Neoplasms,1996,4079.65198,176.8436289,138.453772,3941.198223
West Midlands,other conditions,1996,16735.68027,215.9531827,11258.02077,5477.660715
West Midlands,Cardiovascular diseases,1997,4692.183416,258.8668863,322.1625806,4370.02087
West Midlands,Neoplasms,1997,3991.008371,173.3270417,137.4370306,3853.571355
West Midlands,other conditions,1997,16729.94467,215.3348921,11260.99938,5468.946512
West Midlands,Cardiovascular diseases,1998,4550.522558,252.0980262,318.8307259,4231.691867
West Midlands,Neoplasms,1998,3970.300745,172.7865614,139.0437127,3831.257047
West Midlands,other conditions,1998,16737.35694,216.7353682,11261.59403,5475.764119
West Midlands,Cardiovascular diseases,1999,4456.543467,248.0569478,315.2974079,4141.246093
West Midlands,Neoplasms,1999,3973.914399,173.4162212,141.132189,3832.782225
West Midlands,other conditions,1999,16843.51272,220.9138954,11260.06758,5583.446355
West Midlands,Cardiovascular diseases,2000,4189.499779,233.4679248,311.5633526,3877.93646
West Midlands,Neoplasms,2000,3851.559143,168.6895851,140.2202763,3711.338882
West Midlands,other conditions,2000,16770.31056,216.5331346,11255.40889,5514.902893
West Midlands,Cardiovascular diseases,2001,4012.128818,224.4572063,306.2704071,3705.858444
West Midlands,Neoplasms,2001,3778.108283,166.1346642,140.560482,3637.547816
West Midlands,other conditions,2001,16663.62138,211.6074958,11251.39847,5412.224126
West Midlands,Cardiovascular diseases,2002,3860.831939,217.3594896,298.9633525,3561.868619
West Midlands,Neoplasms,2002,3734.228723,165.3653937,141.6143717,3592.614366
West Midlands,other conditions,2002,16589.44163,210.4728151,11247.07422,5342.368624
West Midlands,Cardiovascular diseases,2003,3732.178206,210.3257648,290.9719796,3441.206258
West Midlands,Neoplasms,2003,3710.459629,164.8384123,143.7545554,3566.70509
West Midlands,other conditions,2003,16663.18977,212.2976395,11248.336,5414.854991
West Midlands,Cardiovascular diseases,2004,3498.301066,196.4004202,283.5856758,3214.71542
West Midlands,Neoplasms,2004,3639.110471,161.6813986,143.2880361,3495.82245
West Midlands,other conditions,2004,16500.64733,207.1369049,11242.61997,5258.028578
West Midlands,Cardiovascular diseases,2005,3334.695151,186.105507,278.0699286,3056.625253
West Midlands,Neoplasms,2005,3608.741796,160.2082013,144.7168508,3464.02496
West Midlands,other conditions,2005,16454.99628,205.8754399,11236.66271,5218.334785
West Midlands,Cardiovascular diseases,2006,3200.085447,177.3377082,274.243765,2925.841712
West Midlands,Neoplasms,2006,3607.897218,159.8827296,147.4573342,3460.439899
West Midlands,other conditions,2006,16460.26053,205.5139349,11212.67704,5247.584707
West Midlands,Cardiovascular diseases,2007,3031.424932,167.5884728,270.8717816,2760.55318
West Midlands,Neoplasms,2007,3549.763578,157.9234766,148.604432,3401.159162
West Midlands,other conditions,2007,16329.00398,202.4643869,11166.40446,5162.600724
West Midlands,Cardiovascular diseases,2008,2914.912604,160.9393368,268.1092531,2646.80338
West Midlands,Neoplasms,2008,3517.843923,156.7766865,152.2284616,3365.615478
West Midlands,other conditions,2008,16239.15277,201.2913835,11112.97338,5126.180597
West Midlands,Cardiovascular diseases,2009,2727.53048,149.9254672,266.0582964,2461.472212
West Midlands,Neoplasms,2009,3397.118184,151.8118085,151.2331894,3245.885011
West Midlands,other conditions,2009,15976.17328,193.9120176,11069.6777,4906.496777
West Midlands,Cardiovascular diseases,2010,2624.614095,144.4353838,264.7939906,2359.820133
West Midlands,Neoplasms,2010,3346.923603,150.0927383,151.8780817,3195.045538
West Midlands,other conditions,2010,15798.17435,190.5706366,11051.50436,4746.671187
West Midlands,Cardiovascular diseases,2011,2515.25749,138.9641372,264.1965791,2251.06094
West Midlands,Neoplasms,2011,3296.505868,148.9386673,150.6367008,3145.869184
West Midlands,other conditions,2011,15689.49498,187.9008108,11050.98459,4638.511576
West Midlands,Cardiovascular diseases,2012,2470.531301,138.3616225,263.7087147,2206.822615
West Midlands,Neoplasms,2012,3279.128674,149.7000597,150.3836053,3128.745085
West Midlands,other conditions,2012,15641.59832,189.5577101,11048.9591,4592.640411
West Midlands,Cardiovascular diseases,2013,2441.462039,137.4972378,263.4272111,2178.034857
West Midlands,Neoplasms,2013,3271.336128,150.0144702,151.7132587,3119.622886
West Midlands,other conditions,2013,15652.46144,191.7779851,11044.0956,4608.367026
West Midlands,Cardiovascular diseases,2014,2432.573782,136.4577224,263.2930016,2169.280809
West Midlands,Neoplasms,2014,3294.865436,151.1036656,152.6354313,3142.230021
West Midlands,other conditions,2014,15717.15896,193.7212108,11038.68085,4678.479301
West Midlands,Cardiovascular diseases,2015,2395.71049,134.4329672,263.3789945,2132.331524
West Midlands,Neoplasms,2015,3258.776658,150.013684,152.2914969,3106.485178
West Midlands,other conditions,2015,15716.38223,194.0568152,11033.91827,4682.465153
West Midlands,Cardiovascular diseases,2016,2391.152528,132.0968941,265.0344804,2126.118077
West Midlands,Neoplasms,2016,3284.400135,150.3442134,154.2459196,3130.154232
